lag_10,lag_30,rolling_std_6,rolling_mean_6,RH_1,rolling_mean_3,rolling_std_3,temp_diff,rolling_mean_12,rolling_std_12,Appliances
80.0,90.0,24.22120283278054,96.66666666666667,2.422351317305881,96.66666666666667,37.85938897200238,-0.4551061853930799,183.33333333333334,165.38293488602488,140
140.0,70.0,26.076809620811144,100.0,2.075697567367261,113.33333333333333,30.550504633039576,-0.4551061853930799,188.33333333333334,162.19143197487531,120
120.0,80.0,45.055521304275516,115.0,1.8727782991105144,150.0,36.055512754640354,-0.43735338182786193,198.33333333333334,157.87413475374115,190
190.0,140.0,43.55073669487913,118.33333333333333,1.7281983204775817,140.0,43.588989435407136,-0.4073822025273459,188.33333333333334,159.47831618540914,110
110.0,120.0,37.28270376461481,125.0,1.6098287473278314,136.66666666666666,46.18802153517044,-0.3970323219072422,149.16666666666666,101.84286767844715,110
110.0,190.0,31.622776601684134,130.0,1.473703738205587,110.0,0.0,-0.40936920252584547,122.5,50.65480323630809,110
110.0,110.0,32.09361307176278,125.0,1.4077549760221426,110.0,0.0,-0.4022032893472821,110.83333333333333,30.883456393154518,110
110.0,110.0,33.71448748930777,121.66666666666667,1.4331198845542366,106.66666666666667,5.773502691899676,-0.3611672272567985,110.83333333333333,30.883456393154518,100
100.0,110.0,5.163977794945823,106.66666666666667,1.414518951630711,103.33333333333333,5.773502691899707,-0.38265702105240407,110.83333333333333,30.883456393154518,100
100.0,110.0,5.477225575054148,105.0,1.37985357663684,100.0,0.0,-0.3774820807423614,111.66666666666667,30.401355631656003,100
100.0,100.0,5.163977794945898,103.33333333333333,1.2893854028723637,100.0,0.0,-0.3078693149333151,114.16666666666667,27.784342658585512,100
100.0,100.0,5.163977794945898,103.33333333333333,1.236964591906056,103.33333333333333,5.773502691899707,-0.35085287539449667,116.66666666666667,25.702257889260594,110
110.0,100.0,121.72373091006816,151.66666666666666,1.1963807382547056,203.33333333333334,170.39170558842753,-0.32975809787662747,138.33333333333334,86.0056375882982,400
400.0,100.0,153.67715076310685,201.66666666666666,1.1456509211905197,303.3333333333333,167.43157806499153,-0.33532805446435276,161.66666666666666,114.00425297755208,400
400.0,110.0,160.74825037928093,250.0,1.093230110224185,396.6666666666667,5.773502691896913,-0.3703516963215936,178.33333333333334,131.7596526278286,390
390.0,400.0,143.89811210251042,273.3333333333333,1.0425002931599974,343.3333333333333,89.62886439832505,-0.38786351725024115,189.16666666666666,130.97246992703418,240
240.0,400.0,154.09953493332372,266.6666666666667,1.0019164395086486,230.0,165.22711641858308,-0.38786351725024115,185.0,134.46865129768418,60
60.0,390.0,165.21702898510995,258.3333333333333,1.0019164395086486,120.0,103.92304845413267,-0.38786351725024115,180.83333333333334,137.73877339721628,60
60.0,240.0,165.21702898510998,201.66666666666666,1.0019164395086486,60.0,0.0,-0.38786351725024115,176.66666666666666,140.79858814719137,60
60.0,60.0,141.23266855323058,143.33333333333334,1.0019164395086486,56.666666666666664,5.773502691896887,-0.38786351725024115,172.5,143.97758663953724,50
50.0,60.0,73.7563556583433,90.0,1.0095259120682751,60.0,10.000000000000362,-0.41612420794667826,170.0,145.60219778561034,70
70.0,60.0,6.324555320339692,60.0,1.0433457901110572,60.0,10.000000000000362,-0.39861238701803237,166.66666666666666,147.79182738711987,60
60.0,50.0,10.32795558988828,56.666666666666664,1.0611012260835229,56.666666666666664,15.275252316519705,-0.420465641203543,161.66666666666666,151.2273023289676,40
40.0,70.0,12.110601416391567,53.333333333333336,1.093230110224185,46.666666666666664,11.547005383792827,-0.420465641203543,155.83333333333334,154.71136370870127,40
40.0,60.0,14.719601443881105,48.333333333333336,1.1608698663097765,36.666666666666664,5.773502691896877,-0.44076641329604105,125.0,137.54338158625376,30
30.0,40.0,15.055453054182964,46.666666666666664,1.1963807382547056,36.666666666666664,5.773502691896877,-0.4089267388803359,95.0,108.25055112183868,40
40.0,40.0,10.327955589888445,43.333333333333336,1.2276641254442806,40.0,10.000000000000357,-0.41199220143860926,66.66666666666667,55.81354239923773,50
50.0,30.0,110.40833301884433,85.0,1.2276641254442806,133.33333333333334,153.07950004273383,-0.44996280097081787,72.5,75.69376100145539,310
310.0,40.0,159.17495615412204,141.66666666666666,1.26317499738921,246.66666666666666,173.87735140993308,-0.4232980668651535,99.16666666666667,116.34262357625452,380
380.0,50.0,175.43279814979485,198.33333333333334,1.2993199920474443,356.6666666666667,40.41451884327422,-0.4813087050393805,125.83333333333333,140.67747337492065,380
380.0,310.0,164.77257053284075,255.0,1.306295341893769,376.6666666666667,5.773502691899395,-0.4762364916687508,151.66666666666666,155.2027022570122,370
370.0,380.0,146.07075910895594,268.3333333333333,1.354488668104748,290.0,147.30919862656245,-0.4762364916687508,157.5,152.32292252734885,120
120.0,380.0,146.07075910895594,268.3333333333333,1.354488668104748,180.0,168.22603841260724,-0.4748854905845576,155.83333333333334,153.4724336119939,50
50.0,370.0,170.25471114382316,223.33333333333334,1.3739350979793623,70.0,43.58898943540658,-0.469434038880141,154.16666666666666,154.71136370870127,40
40.0,120.0,162.65505423031487,168.33333333333334,1.473703738205587,46.666666666666664,5.773502691894747,-0.4551061853930799,155.0,154.06610151608183,50
50.0,50.0,130.14094923069638,111.66666666666667,1.509214610150518,43.333333333333336,5.773502691894698,-0.5183905179467595,155.0,154.06610151608183,40
40.0,40.0,30.605010483035613,58.333333333333336,1.509214610150518,46.666666666666664,5.773502691894747,-0.4706310063232254,156.66666666666666,152.69299759698055,50
50.0,50.0,5.163977794948815,46.666666666666664,1.5244335552697728,46.666666666666664,5.773502691894747,-0.5275869056215362,157.5,152.0242205583164,50
50.0,40.0,5.163977794948815,46.666666666666664,1.509214610150518,50.0,0.0,-0.4798273939980005,157.5,152.0242205583164,50
50.0,50.0,5.163977794948815,46.666666666666664,1.509214610150518,46.666666666666664,5.773502691894747,-0.543111726551678,135.0,147.30919862656233,40
40.0,50.0,5.477225575056995,45.0,1.490613677226991,43.333333333333336,5.773502691894698,-0.543111726551678,106.66666666666667,127.23159508502118,40
40.0,50.0,8.16496580928088,43.333333333333336,1.475394732107734,36.666666666666664,5.773502691894599,-0.5116710412836656,77.5,94.88030737340985,30
30.0,40.0,11.690451944502733,38.333333333333336,1.509214610150518,30.0,9.999999999998986,-0.5220209219037607,48.333333333333336,24.432963327638035,20
20.0,40.0,12.11060141639257,33.333333333333336,1.5320430278294013,23.333333333333332,5.773502691894401,-0.5061010846959335,40.0,11.281521496355731,20
20.0,30.0,9.83192080250499,31.666666666666668,1.5168240827101445,26.666666666666668,11.54700538379161,-0.552509595235276,39.166666666666664,10.836246694508747,40
40.0,20.0,12.11060141639257,33.333333333333336,1.5320430278294013,36.666666666666664,15.27525231651884,-0.5613859970179205,40.0,11.281521496355731,50
50.0,20.0,13.784048752092486,35.0,1.5506439607529268,46.666666666666664,5.77350269189475,-0.5327302900437982,40.0,11.281521496355731,50
50.0,40.0,13.662601021281723,36.666666666666664,1.5853093357467978,46.666666666666664,5.77350269189475,-0.5960146225974778,40.0,11.281521496355731,40
40.0,50.0,11.690451944502676,41.666666666666664,1.5967235445862402,46.666666666666664,5.77350269189475,-0.5641749481817727,40.0,11.281521496355731,50
50.0,50.0,5.477225575056995,45.0,1.5853093357467978,43.333333333333336,5.7735026918947,-0.5862257105061501,39.166666666666664,10.836246694508747,40
40.0,40.0,5.477225575056995,45.0,1.5683993967253922,43.333333333333336,5.7735026918947,-0.6052110102722545,38.333333333333336,10.298573010889202,40
40.0,50.0,5.163977794948943,43.333333333333336,1.6005282808660544,40.0,0.0,-0.5892911730644224,38.333333333333336,10.298573010889202,40
40.0,40.0,8.366600265344248,45.0,1.5506439607529268,46.666666666666664,11.547005383791763,-0.5785462761665905,40.0,12.060453783110928,60
60.0,40.0,8.164965809280798,46.666666666666664,1.5506439607529268,50.0,9.999999999999162,-0.6207358312023963,41.666666666666664,11.93416282879748,50
50.0,40.0,8.164965809280798,46.666666666666664,1.5853093357467978,53.333333333333336,5.773502691894856,-0.5857121893451538,44.166666666666664,9.962049198956656,50
50.0,60.0,8.164965809280798,46.666666666666664,1.5497984638018667,46.666666666666664,5.773502691894757,-0.6103899234523184,45.833333333333336,6.685579234215851,40
40.0,50.0,8.164965809280798,46.666666666666664,1.5320430278294013,43.333333333333336,5.773502691894707,-0.6314847009701875,45.833333333333336,6.685579234215851,40
40.0,50.0,8.164965809280798,46.666666666666664,1.5320430278294013,40.0,0.0,-0.6314847009701875,45.0,6.741998624633059,40
40.0,40.0,5.163977794948945,43.333333333333336,1.5168240827101445,40.0,0.0,-0.6314847009701875,44.166666666666664,6.685579234215865,40
40.0,40.0,5.163977794948945,43.333333333333336,1.5168240827101445,43.333333333333336,5.773502691894707,-0.6301336998859943,45.0,6.741998624633059,50
50.0,40.0,12.110601416392353,46.666666666666664,1.5168240827101445,53.333333333333336,15.275252316518936,-0.6533379551556981,46.666666666666664,9.847319278347047,70
70.0,40.0,12.110601416392353,46.666666666666664,1.567553899774332,53.333333333333336,15.275252316518936,-0.6533379551556981,46.666666666666664,9.847319278347047,40
40.0,50.0,13.78404875209234,45.0,1.617438219887458,46.666666666666664,20.81665999466091,-0.6533379551556981,45.833333333333336,10.83624669450871,30
30.0,70.0,17.22401424368682,41.666666666666664,1.6360391528109854,30.0,9.999999999998987,-0.6189511067867532,44.166666666666664,13.113721705515395,20
20.0,40.0,17.888543820000006,40.0,1.677468503413394,26.666666666666668,5.773502691894455,-0.6103543946945167,41.666666666666664,12.673044646258825,30
30.0,30.0,17.224014243686856,38.333333333333336,1.677468503413394,30.0,9.999999999998987,-0.6525439497303271,40.833333333333336,12.401124093721815,40
40.0,20.0,10.488088481704489,35.0,1.6943784424347996,40.0,9.999999999999073,-0.631449172212388,40.833333333333336,12.401124093721815,50
50.0,30.0,14.71960144388182,38.333333333333336,1.6588675704898683,50.0,9.999999999999158,-0.6736387272481963,42.5,13.568010505999686,60
60.0,40.0,16.32993161855633,43.333333333333336,1.6855007244485678,56.666666666666664,5.7735026918949,-0.6616988493423132,44.166666666666664,14.433756729740942,60
60.0,50.0,14.719601443881638,51.666666666666664,1.820357488144205,63.333333333333336,5.773502691894998,-0.6258792156246622,46.666666666666664,16.143297699233234,70
70.0,60.0,10.327955589889047,56.666666666666664,2.058787628345885,63.333333333333336,5.773502691894998,-0.6258792156246622,48.333333333333336,16.422453217987194,60
60.0,60.0,33.2665998663331,73.33333333333333,2.1348823539421664,90.0,43.588989435406624,-0.6258792156246622,55.833333333333336,31.176428547377014,140
140.0,70.0,33.86246693120142,83.33333333333333,2.1010624758993552,103.33333333333333,40.41451884327371,-0.6099593784168299,59.166666666666664,34.76108935769045,110
110.0,60.0,31.88521078284896,88.33333333333333,2.473081134370069,113.33333333333333,25.166114784235717,-0.5254485962526666,63.333333333333336,35.248038845079726,90
90.0,140.0,31.88521078284896,88.33333333333333,2.151792292963543,86.66666666666667,25.166114784235628,-0.5625948830709826,65.83333333333333,33.6987545853859,60
60.0,110.0,33.266599866333024,86.66666666666667,1.9725469393367665,70.0,17.320508075688394,-0.5307552086552739,69.16666666666667,30.58767824804731,60
60.0,90.0,33.266599866333024,86.66666666666667,1.8727782991105144,60.0,0.0,-0.5148353714474468,71.66666666666667,28.2306517276825,60
60.0,60.0,23.166067138526433,71.66666666666667,1.7281983204775817,56.666666666666664,5.773502691894928,-0.5359301489653182,72.5,27.344602259445622,50
50.0,60.0,13.662601021281326,63.333333333333336,1.6250476924470865,56.666666666666664,5.773502691894928,-0.5781197040011264,73.33333333333333,26.742316936860966,60
60.0,60.0,5.163977794948406,56.666666666666664,1.5430344881932985,53.333333333333336,5.773502691894878,-0.5781197040011264,72.5,27.344602259445622,50
50.0,50.0,11.690451944502497,51.666666666666664,1.475394732107734,46.666666666666664,15.275252316518907,-0.5781197040011264,70.0,29.848100289785563,30
30.0,60.0,11.690451944502554,48.333333333333336,1.4238194180924593,40.0,9.999999999999087,-0.5795931828385811,67.5,31.079078025403156,40
40.0,50.0,12.110601416392397,43.333333333333336,1.4052184851689338,33.333333333333336,5.773502691894578,-0.6175637823707897,65.0,32.89100457295564,30
30.0,30.0,89.75893641675303,78.33333333333333,1.3730896010282734,110.0,130.0,-0.5825401405135489,75.0,62.59538176400735,260
260.0,40.0,192.60494974601943,151.66666666666666,1.354488668104748,263.3333333333333,235.017729827631,-0.5825401405135489,107.5,138.11227316933133,500
500.0,30.0,217.93729985173866,218.33333333333334,1.9133621527618632,403.3333333333333,126.62279942148409,-0.5810666616760903,137.5,169.49792168208273,450
450.0,260.0,214.60817008368215,221.66666666666666,2.167011238082798,333.3333333333333,246.64414311581245,-0.5781197040011264,136.66666666666666,169.93759995594817,50
50.0,500.0,211.3527856452334,225.0,1.950564018608943,186.66666666666666,228.10816147900832,-0.5307552086552739,136.66666666666666,169.93759995594817,60
60.0,450.0,206.106768447812,230.0,1.7527177320586138,56.666666666666664,5.773502691894393,-0.5307552086552739,136.66666666666666,169.93759995594817,60
60.0,50.0,217.50862051881987,195.0,1.652949091832389,56.666666666666664,5.773502691894393,-0.5307552086552739,136.66666666666666,169.93759995594817,50
50.0,60.0,161.7405329532459,120.0,1.53373402173155,53.333333333333336,5.773502691894343,-0.4929821172619362,135.83333333333334,170.37169703772733,50
50.0,60.0,5.163977794946908,53.333333333333336,1.4491843266245532,50.0,0.0,-0.4929821172619362,135.83333333333334,170.37169703772733,50
50.0,50.0,5.477225575055084,55.0,1.5151330888079957,53.333333333333336,5.773502691894343,-0.4929821172619362,138.33333333333334,168.89121476335714,60
60.0,50.0,5.477225575055084,55.0,1.4491843266245532,56.666666666666664,5.773502691894393,-0.4929821172619362,140.0,167.92855623746664,60
60.0,50.0,5.477225575055084,55.0,1.3883085461475284,60.0,0.0,-0.5168618730737023,142.5,166.35804759614123,60
60.0,60.0,5.163977794946798,56.666666666666664,1.3730896010282734,60.0,0.0,-0.5407416288854703,125.83333333333333,163.51026286018273,60
60.0,60.0,54.03702434442545,80.0,1.331660250425863,103.33333333333333,75.05553499465125,-0.5196468513676011,100.0,116.85266558596535,190
190.0,60.0,75.47626558506116,108.33333333333333,1.3806990735879,156.66666666666666,85.04900548115378,-0.4774572963317907,80.83333333333333,58.53644293527881,220
220.0,60.0,74.74400756359455,126.66666666666667,1.306295341893769,193.33333333333334,25.166114784235784,-0.4774572963317907,90.83333333333333,62.87915297447858,170
170.0,190.0,122.21565638929678,181.66666666666666,1.2876944089702436,260.0,115.32562594670799,-0.4774572963317907,118.33333333333333,105.72978709326844,390
390.0,220.0,116.73331429659083,186.66666666666666,1.2876944089702436,216.66666666666666,155.34906930308057,-0.4774572963317907,120.83333333333333,104.57344816255251,90
90.0,170.0,116.73331429659083,186.66666666666666,1.7104428845051165,180.0,182.48287590894654,-0.4352677412959849,121.66666666666667,103.99592066591609,60
60.0,390.0,124.20413304985729,203.33333333333334,1.567553899774332,146.66666666666666,125.0333288900736,-0.4296977847082566,141.66666666666666,111.74917801880595,290
290.0,90.0,127.18752559377297,188.33333333333334,1.4660942656459586,160.0,117.89826122551591,-0.4296977847082566,148.33333333333334,108.11049342167847,130
130.0,60.0,128.63384728237997,183.33333333333334,1.296994875431992,186.66666666666666,89.62886439832498,-0.4507925622261326,155.0,104.57707031832376,140
140.0,290.0,88.8631907297204,158.33333333333334,1.1955352413036184,170.0,60.827625302982135,-0.4929821172619362,170.0,102.60249864049473,240
240.0,130.0,96.21157241551906,151.66666666666666,1.1439599272883707,143.33333333333334,95.04384952922162,-0.4929821172619362,169.16666666666666,103.61276977576681,50
50.0,140.0,96.21157241551906,151.66666666666666,1.1021078282104169,116.66666666666667,106.92676621563618,-0.4929821172619362,169.16666666666666,103.61276977576681,60
60.0,240.0,73.1209044437135,113.33333333333333,1.0611012260835229,56.666666666666664,5.773502691893457,-0.4929821172619362,158.33333333333334,107.94218430027783,60
60.0,50.0,75.47626558506113,101.66666666666667,1.0171353846279034,60.0,0.0,-0.4929821172619362,145.0,109.50300950617333,60
60.0,60.0,134.31306712304655,140.0,1.0019164395086486,163.33333333333334,178.97858344878395,-0.4929821172619362,161.66666666666666,127.41009902410926,370
370.0,60.0,129.25427136720347,133.33333333333334,0.9664055675637176,210.0,155.24174696260025,-0.4611424428462275,145.83333333333334,106.55415467633289,200
200.0,60.0,126.91204303243516,136.66666666666666,0.9664055675637176,213.33333333333334,150.44378795195678,-0.44522260563840044,144.16666666666666,107.65756599120894,70
70.0,370.0,128.17956155331476,135.0,0.974015040123346,106.66666666666667,81.44527815247066,-0.44522260563840044,143.33333333333334,108.40440559089444,50
50.0,200.0,130.75422236649445,131.66666666666666,0.9587960950040892,53.333333333333336,15.27525231651849,-0.44522260563840044,122.5,101.45531931930337,40
40.0,70.0,133.17907743585954,128.33333333333334,0.9258217139123672,43.333333333333336,5.773502691893455,-0.433403219050864,115.0,104.14151211430791,40
40.0,50.0,64.31692364119024,71.66666666666667,0.9258217139123672,36.666666666666664,5.773502691893308,-0.48434669811593356,105.83333333333333,106.55415467633289,30
30.0,40.0,15.055453054182983,43.333333333333336,0.91652124745059,33.333333333333336,5.773502691893233,-0.4929821172619362,88.33333333333333,99.52919474234987,30
30.0,40.0,8.164965809279929,36.666666666666664,0.91652124745059,30.0,0.0,-0.4667123994339615,86.66666666666667,100.39316649447748,30
30.0,30.0,5.163977794947568,33.333333333333336,0.8979203145270644,30.0,0.0,-0.4774572963317907,84.16666666666667,101.48518327441904,30
30.0,30.0,5.163977794947568,33.333333333333336,0.8827013694078077,33.333333333333336,5.773502691893233,-0.44706487984407006,82.5,102.08062766977162,40
40.0,30.0,8.3666002653434,35.0,0.8395810249032503,40.0,9.999999999998339,-0.44402563819531593,81.66666666666667,102.32153717422821,50
50.0,30.0,8.164965809279932,36.666666666666664,0.8074521407625881,43.333333333333336,5.773502691893455,-0.4296977847082566,54.166666666666664,47.378233079094116,40
40.0,40.0,7.527726527093667,38.333333333333336,0.7389668877259368,43.333333333333336,5.773502691893455,-0.39984808994354715,40.833333333333336,11.645001528813097,40
40.0,50.0,6.324555320340111,40.0,0.7051470096831546,40.0,0.0,-0.3856120816711406,38.333333333333336,7.17740562565266,40
40.0,40.0,8.366600265343179,45.0,0.6552626895700269,46.666666666666664,11.547005383791154,-0.40303305060259687,39.166666666666664,9.003366373785138,60
60.0,40.0,9.831920802503749,48.333333333333336,0.61446746168092,53.333333333333336,11.547005383791227,-0.44522260563840044,40.833333333333336,10.836246694508258,60
60.0,40.0,66.85805860178733,75.0,0.5783224670226872,110.0,86.60254037844378,-0.44044665447604614,55.0,49.99999999999998,210
210.0,60.0,137.75582262346182,131.66666666666666,0.8235165828329318,216.66666666666666,160.1041327803044,-0.3774296389775085,84.16666666666667,105.43919689766344,380
380.0,60.0,158.1981879373675,186.66666666666666,0.6882370706617491,320.0,95.39392014169475,-0.3715923653346429,112.5,131.9176740519356,370
370.0,210.0,141.0555446151148,218.33333333333334,0.7381213907748749,326.6666666666667,83.86497083606103,-0.39268714285251205,129.16666666666666,133.17509549689106,230
230.0,380.0,136.73575489485785,221.66666666666666,0.9258217139123672,226.66666666666666,145.02873278538064,-0.3767673056446832,133.33333333333334,130.54663627387814,80
80.0,370.0,130.0256384974388,226.66666666666666,0.8750918968481812,133.33333333333334,83.8649708360607,-0.3767673056446832,137.5,128.07135795045167,90
90.0,230.0,145.28133626404545,203.33333333333334,0.8903108419674362,80.0,9.99999999999806,-0.41019896378115794,139.16666666666666,126.95441797127124,70
70.0,80.0,127.85408349625234,146.66666666666666,0.951186622444461,66.66666666666667,25.166114784234985,-0.4241278281205313,139.16666666666666,126.95441797127124,40
40.0,90.0,70.82843120291938,91.66666666666667,1.0171353846279034,50.0,17.320508075687407,-0.4774572963317907,139.16666666666666,126.95441797127124,40
40.0,70.0,24.83277404291945,58.333333333333336,1.0019164395086486,36.666666666666664,5.773502691891833,-0.4989490765623822,138.33333333333334,127.69518630731778,30
30.0,40.0,22.50925735484615,53.333333333333336,0.9833155065851212,40.0,9.999999999997492,-0.5204408567929721,137.5,128.28413067023595,50
50.0,40.0,13.662601021280592,46.666666666666664,0.9664055675637176,43.333333333333336,11.547005383790385,-0.5586484660918011,136.66666666666666,128.86450483380054,50
50.0,30.0,10.488088481703011,45.0,0.951186622444461,53.333333333333336,5.773502691892247,-0.5682003684165079,124.16666666666667,128.37858312841985,60
60.0,50.0,10.327955589887939,46.666666666666664,0.9258217139123672,53.333333333333336,5.773502691892247,-0.5682003684165079,96.66666666666667,101.02504939895158,50
50.0,50.0,10.954451150104683,50.0,0.9072207809888416,56.666666666666664,5.77350269189233,-0.5682003684165079,70.83333333333333,52.99371031861555,60
60.0,60.0,5.477225575054241,55.0,0.8827013694078077,56.666666666666664,5.77350269189233,-0.6103899234523184,56.666666666666664,17.232808737106872,60
60.0,50.0,5.163977794945908,56.666666666666664,0.8827013694078077,60.0,0.0,-0.5682003684165079,55.0,15.666989036013135,60
60.0,60.0,5.163977794945908,56.666666666666664,0.8218255889307847,56.666666666666664,5.77350269189233,-0.5733753087265552,51.666666666666664,11.146408580454752,50
50.0,60.0,5.477225575054241,55.0,0.7710957718665971,53.333333333333336,5.773502691892247,-0.5837251893466517,50.0,9.534625892456523,50
50.0,60.0,5.477225575054241,55.0,0.7343166544950626,50.0,0.0,-0.5837251893466517,50.833333333333336,9.003366373785825,50
50.0,50.0,5.1639777949460095,53.333333333333336,0.7127564822427829,50.0,0.0,-0.5693973358595924,51.666666666666664,8.348471099367881,50
50.0,50.0,4.0824829046422195,51.666666666666664,0.6975375371235263,50.0,0.0,-0.5871501394248129,53.333333333333336,4.923659639174397,50
50.0,50.0,4.0824829046422195,51.666666666666664,0.6628721621296553,53.333333333333336,5.773502691892247,-0.6103543946945167,54.166666666666664,5.149286505445394,60
60.0,50.0,5.1639777949460095,53.333333333333336,0.6442712292061298,56.666666666666664,5.77350269189233,-0.6103543946945167,55.0,5.222329678671926,60
60.0,50.0,7.5277265270927565,51.666666666666664,0.6214428115272466,53.333333333333336,11.54700538379051,-0.5625948830709826,53.333333333333336,6.513389472790118,40
40.0,60.0,11.690451944501419,48.333333333333336,0.6028418786037193,43.333333333333336,15.275252316517857,-0.604784438106793,51.666666666666664,9.374368665611511,30
30.0,60.0,13.78404875209136,45.0,0.5935414121419439,33.333333333333336,5.773502691891749,-0.599346153611566,49.166666666666664,10.836246694508855,30
30.0,40.0,14.719601443880846,41.666666666666664,0.6273612901847242,30.0,0.0,-0.5781197040011264,46.666666666666664,11.547005383793046,30
30.0,30.0,11.690451944501552,38.333333333333336,0.6366617566465014,33.333333333333336,5.773502691891748,-0.5971050037672286,45.0,10.87114613009276,40
40.0,30.0,8.164965809279341,36.666666666666664,0.6214428115272466,40.0,9.99999999999749,-0.6350756032994372,45.0,10.87114613009276,50
50.0,30.0,9.831920802503452,38.333333333333336,0.6214428115272466,46.666666666666664,5.773502691892073,-0.6350756032994372,45.0,10.87114613009276,50
50.0,40.0,9.831920802503399,41.666666666666664,0.6028418786037193,50.0,0.0,-0.6345800948217083,45.0,10.87114613009276,50
50.0,50.0,8.164965809279213,43.333333333333336,0.6975375371235263,46.666666666666664,5.773502691892073,-0.6036349180314202,44.166666666666664,10.836246694508908,40
40.0,50.0,5.163977794946209,46.666666666666664,0.6975375371235263,46.666666666666664,5.773502691892073,-0.6458244730672262,44.166666666666664,10.836246694508908,50
50.0,50.0,5.163977794946209,46.666666666666664,0.6975375371235263,43.333333333333336,5.773502691891991,-0.6458244730672262,42.5,9.65307299163491,40
40.0,40.0,5.477225575054525,45.0,0.6975375371235263,43.333333333333336,5.773502691891991,-0.6489380640474085,40.833333333333336,7.929614610988444,40
40.0,50.0,5.16397779494631,43.333333333333336,0.7203659548024113,40.0,0.0,-0.6613492939973701,40.833333333333336,7.929614610988444,40
40.0,40.0,4.0824829046426,41.666666666666664,0.7203659548024113,40.0,0.0,-0.6613492939973701,41.666666666666664,7.177405625653664,40
40.0,40.0,5.16397779494631,43.333333333333336,0.7343166544950626,43.333333333333336,5.773502691891991,-0.6613492939973701,43.333333333333336,6.513389472790294,50
50.0,40.0,5.16397779494631,43.333333333333336,0.748267354187714,46.666666666666664,5.773502691892073,-0.6541853672538396,45.0,5.222329678672147,50
50.0,40.0,5.477225575054525,45.0,0.748267354187714,50.0,0.0,-0.6647742440755312,45.833333333333336,5.149286505445586,50
50.0,50.0,8.164965809279213,43.333333333333336,0.748267354187714,43.333333333333336,11.547005383790381,-0.687978499345235,44.166666666666664,6.685579234216174,30
30.0,50.0,12.649110640674818,40.0,0.7634862993069688,33.333333333333336,15.275252316517758,-0.687978499345235,41.666666666666664,9.37436866561163,20
20.0,50.0,13.291601358252516,38.333333333333336,0.7710957718665971,26.666666666666668,5.7735026918915695,-0.6836367255612795,40.0,9.534625892456638,30
30.0,30.0,13.662601021280746,33.333333333333336,0.7896967047901226,23.333333333333332,5.773502691891483,-0.6773652745400152,38.333333333333336,11.14640858045488,20
